ID (GT),Missing Time Points,ID (Dino),x (GT),y (GT),z (GT),x (Dino),y (Dino),z (Dino),t,t_start (GT),t_start (Dino),FI (GT),FI (Dino),Track Length (GT),Track Length (Dino),Feature 0,Feature 1,Feature 2,Distance,Multi ID (Dino),Multi Distance (Dino)
332,19,1914,443.182,257.909,9.091,449.10385,250.33434,1.4853315,19.0,18.0,2.0,1.0,3.574,5.0,41.0,6.164,1.49,-0.418,12.25928117264598,,
333,21,4037,364.0,421.182,8.091,358.07315,420.8685,2.9726202,21.0,0.0,12.0,1.0,3.541,23.0,14.0,4.066,1.289,0.3176,7.837323838501767,,
333,22,4037,358.182,423.364,7.909,357.30774,420.03326,2.611384,22.0,0.0,12.0,1.0,5.18,23.0,14.0,8.15,1.446,0.0701,6.318456676962811,,
334,16,1033,221.182,136.545,7.091,220.38377,134.28122,4.448103,16.0,0.0,0.0,1.0,4.703,100.0,16.0,10.0,-1.327,-0.2083,3.570262675757762,,
334,20,2586,222.636,139.273,6.545,220.54358,135.20116,4.563818,20.0,0.0,4.0,1.0,5.27,100.0,24.0,12.55,-1.004,-0.001831,4.988304778090858,,
334,31,5341,220.273,139.909,7.0,218.01616,140.37144,4.362659,31.0,0.0,19.0,1.0,5.23,100.0,25.0,11.125,0.1064,0.2357,3.501820253736753,,
334,98,14673,109.455,179.455,8.545,110.27663,178.17276,5.0807877,98.0,0.0,70.0,1.0,4.47,100.0,23.0,7.348,-2.123,0.3003,3.7841752250617695,,
339,34,6605,298.091,413.182,-0.545,297.73062,413.4474,3.421893,34.0,0.0,26.0,1.0,3.979,36.0,7.0,6.05,0.339,0.02586,3.992060993753604,,
341,1,830,275.909,239.818,5.273,271.56146,239.9369,5.160202,1.0,0.0,0.0,1.0,4.9,5.0,12.0,7.203,-2.342,-0.2603,4.3506280753936935,,
344,6,2369,439.636,504.0,-0.636,439.17798,501.1316,1.4491318,6.0,0.0,3.0,1.0,4.066,8.0,48.0,6.242,2.451,-0.2102,3.5756503609513217,,
344,7,1421,439.909,505.091,-0.727,439.9902,501.32767,1.4101949,7.0,0.0,0.0,1.0,3.139,8.0,9.0,7.316,0.971,-0.3237,4.328608109945503,,
349,3,217,476.545,174.727,6.545,479.8869,170.8999,0.9469737,3.0,0.0,0.0,1.0,4.055,5.0,23.0,10.03,3.678,-0.08624,7.559952941354315,,
349,4,217,470.273,175.636,6.636,479.9804,173.06789,2.9773734,4.0,0.0,0.0,1.0,3.895,5.0,23.0,8.85,-0.7656,-0.1229,10.687111505468938,,
353,14,1334,135.909,404.364,-0.727,139.7373,406.48083,1.2362411,14.0,0.0,0.0,1.0,4.496,21.0,43.0,9.01,1.284,-0.1037,4.794910401209758,,
353,19,3634,137.909,406.364,-0.909,136.70238,405.7336,2.6067686,19.0,0.0,10.0,1.0,2.887,21.0,11.0,6.56,1.814,0.4348,3.770141221910112,,
355,27,3249,487.273,159.273,7.727,488.0937,157.80815,3.665234,27.0,20.0,8.0,1.0,5.414,32.0,35.0,13.72,-0.1265,0.38,4.395142438107772,,
355,35,5667,488.273,159.636,7.0,502.0364,153.23734,0.9802324,35.0,20.0,21.0,1.0,4.14,32.0,14.0,4.125,1.969,-0.3625,16.328246424941337,,
359,17,4625,360.364,128.727,6.636,355.16086,137.67015,1.4867603,17.0,0.0,15.0,1.0,4.11,23.0,10.0,9.67,2.453,-0.5757,11.557130581167444,,
359,18,4625,360.273,129.0,6.455,344.09235,134.71729,3.5339823,18.0,0.0,15.0,1.0,4.22,23.0,10.0,3.3,-1.17,0.5747,17.407848338330435,,
359,19,4702,360.182,128.818,6.364,361.1739,140.03746,7.9999986,19.0,0.0,16.0,1.0,2.764,23.0,4.0,-4.445,-0.5522,-0.769,11.381416419795997,,
360,1,1134,300.727,179.273,9.0,298.54797,180.44896,6.396093,1.0,0.0,0.0,1.0,5.6,19.0,20.0,9.83,-0.81,-0.08276,3.5932416182534697,,
360,3,1134,302.364,178.909,8.727,304.08902,177.51302,5.1785216,3.0,0.0,0.0,1.0,4.43,19.0,20.0,10.39,-1.259,-0.8,4.185230354002824,,
360,4,1134,302.909,180.091,8.727,300.2262,180.88605,5.566257,4.0,0.0,0.0,1.0,6.195,19.0,20.0,14.055,-0.561,0.4663,4.221352467462167,,
361,18,3505,416.909,502.091,5.455,417.38257,495.92435,3.970746,18.0,0.0,9.0,1.0,5.96,46.0,33.0,14.664,-0.1859,-0.4727,6.3604127777932815,,
361,19,3505,416.273,502.091,5.545,414.78354,498.99103,4.8779426,19.0,0.0,9.0,1.0,4.78,46.0,33.0,13.73,-0.8306,-0.2915,3.5033228037671167,,
361,44,3505,382.0,507.364,4.0,372.8272,507.6964,6.815264,44.0,0.0,9.0,1.0,4.43,46.0,33.0,3.398,-1.124,-0.6094,9.600857304933552,,
361,45,3505,374.727,509.273,3.818,367.81772,510.08582,7.255149,45.0,0.0,9.0,1.0,4.625,46.0,33.0,3.467,-1.122,-0.7134,7.759691986090719,,
366,2,526,27.818,464.909,-0.545,35.417492,465.62204,0.6261918,2.0,0.0,0.0,1.0,1.945,6.0,6.0,3.604,2.258,-0.3557,7.7222014304245725,,
371,0,960,141.818,19.909,9.455,141.99765,21.664543,6.312305,0.0,0.0,0.0,1.0,4.05,7.0,27.0,6.086,-3.021,-0.0928,3.604266528764762,,
373,15,1035,116.818,118.364,2.091,113.08793,112.05925,6.9917207,15.0,0.0,0.0,1.0,4.203,63.0,15.0,3.654,-1.366,-0.3525,8.81364613237952,,
374,8,1107,145.364,167.727,8.636,145.65694,168.21709,4.7963357,8.0,2.0,0.0,1.0,4.617,56.0,9.0,8.98,-1.11,0.3792,3.8818840771453353,,
374,10,1573,139.818,171.727,7.818,140.51874,170.93195,3.8890595,10.0,2.0,1.0,1.0,4.656,56.0,28.0,12.1,1.191,-0.6333,4.0693629111496366,,
374,11,1573,136.273,174.636,7.455,136.02692,174.56915,3.8129685,11.0,2.0,1.0,1.0,4.062,56.0,28.0,8.44,-0.857,0.1464,3.650947512070291,,
374,27,3655,115.273,184.727,7.545,115.91251,186.68547,4.4419665,27.0,2.0,10.0,1.0,4.742,56.0,37.0,12.06,-1.608,-0.315,3.7247006165760856,,
374,28,6560,115.182,185.0,7.636,115.15268,186.45001,3.9315913,28.0,2.0,26.0,1.0,5.74,56.0,14.0,17.64,-1.47,-0.164,3.978194625597856,,
377,29,7050,344.364,124.818,9.364,337.48386,147.56627,7.999998,29.0,29.0,28.0,1.0,3.191,4.0,15.0,-6.57,2.703,-0.3464,23.805054418515915,,
380,0,392,322.455,348.727,6.182,319.90875,342.74426,1.1338608,0.0,0.0,0.0,1.0,4.207,43.0,16.0,5.277,1.816,-0.2883,8.231663036876347,,
380,10,406,309.909,349.545,5.182,303.88522,347.49423,0.77836645,10.0,0.0,0.0,1.0,4.152,43.0,15.0,11.27,5.508,-0.536,7.738447617189474,,
380,11,406,310.455,349.364,5.455,301.59967,348.01965,1.0833688,11.0,0.0,0.0,1.0,3.77,43.0,15.0,4.027,3.684,0.7163,9.966709872380804,,
380,33,4672,258.182,375.545,5.455,253.03062,383.59448,6.4221377,33.0,0.0,15.0,1.0,4.184,43.0,20.0,3.885,-2.385,-0.2041,9.6055296317049,,
383,0,79,68.182,58.0,6.909,74.295364,60.114815,1.6636413,0.0,0.0,0.0,1.0,4.926,13.0,15.0,10.87,2.941,-0.3933,8.328232091649868,,
385,5,2204,341.0,396.182,8.909,342.80338,387.60693,7.9999957,5.0,4.0,3.0,1.0,5.465,18.0,8.0,-7.766,3.945,-0.01118,8.809670467544127,,
388,0,735,335.455,11.0,4.545,331.7278,15.268598,3.6611526,0.0,0.0,0.0,1.0,3.135,23.0,7.0,6.992,-0.427,0.524,5.73534087496904,,
390,9,1630,340.909,24.364,9.0,338.74915,22.917845,6.3683157,9.0,0.0,1.0,1.0,5.24,37.0,11.0,9.87,-2.191,-0.5356,3.698929380427736,,
390,10,3472,338.545,27.273,9.455,339.8714,24.771223,6.4002414,10.0,0.0,9.0,1.0,4.74,37.0,19.0,11.93,-3.527,-0.4297,4.165306137849043,,
390,11,3773,338.818,27.909,9.545,339.23303,25.267588,6.516912,11.0,0.0,11.0,1.0,5.457,37.0,43.0,10.68,-3.639,-0.713,4.039631689942537,,
390,12,3773,339.273,27.818,9.273,337.93616,23.519312,6.329093,12.0,0.0,11.0,1.0,4.258,37.0,43.0,10.47,-4.055,-0.004395,5.378889116870988,,
390,15,3773,339.091,28.091,9.182,338.08676,23.60167,6.684497,15.0,0.0,11.0,1.0,4.293,37.0,43.0,7.87,-3.316,-0.04666,5.234510775756315,,
392,30,4889,462.182,406.545,8.909,461.23245,406.49515,4.6939025,30.0,25.0,17.0,1.0,4.074,19.0,34.0,7.066,-0.5044,0.2708,4.321015755526279,,
393,7,708,268.455,413.273,8.0,267.929,411.29355,4.914538,7.0,0.0,0.0,1.0,5.746,15.0,10.0,14.74,-0.384,-0.8003,3.7033733346699167,,
393,8,708,267.545,413.545,7.818,268.2747,411.2079,5.0704613,8.0,0.0,0.0,1.0,6.133,15.0,10.0,14.695,-1.518,-0.3967,3.680145025402906,,
393,9,708,267.455,413.909,7.818,269.6283,410.79254,6.356093,9.0,0.0,0.0,1.0,5.82,15.0,10.0,14.4,-2.576,-0.3738,4.07096154467827,,
393,11,3523,268.091,414.364,7.909,265.30527,411.712,6.5432887,11.0,0.0,9.0,1.0,7.055,15.0,4.0,14.44,-2.945,-0.689,4.081490290059211,,
393,12,1386,268.909,414.909,7.545,265.97772,413.14514,4.71096,12.0,0.0,0.0,1.0,7.867,15.0,19.0,20.98,-0.966,-0.3494,4.442452842698498,,
398,30,4352,333.909,192.273,1.636,325.45584,192.17726,4.4507413,30.0,0.0,14.0,1.0,3.791,36.0,14.0,4.664,0.1766,0.3872,8.909985898929646,,
398,33,4983,334.0,193.545,1.273,324.32852,193.69164,4.5683527,33.0,0.0,17.0,1.0,3.982,36.0,17.0,4.523,0.1126,0.1986,10.21853111251303,,
398,34,3805,333.0,193.273,1.364,324.75363,185.1583,0.1143967,34.0,0.0,11.0,1.0,1.571,36.0,38.0,-2.883,0.4583,0.34,11.636686928600902,,
398,35,4066,333.0,192.818,1.545,337.26797,205.3717,0.0,35.0,0.0,12.0,1.0,2.049,36.0,34.0,-4.484,-0.4653,0.483,13.349081489409665,,
403,8,2971,189.364,195.545,2.909,190.50534,198.78781,2.0831316,8.0,0.0,6.0,1.0,4.94,23.0,17.0,12.61,0.7593,-0.00792,3.5356091845421287,,
404,4,1579,212.818,228.091,9.545,212.76814,225.81749,6.4962697,4.0,3.0,1.0,1.0,4.613,9.0,8.0,8.305,-2.6,-0.595,3.803431369413436,,
404,5,828,206.273,230.273,9.273,204.68811,230.22775,5.676521,5.0,3.0,0.0,1.0,4.766,9.0,37.0,6.957,-2.705,0.632,3.930468810719785,,
411,2,264,408.364,234.545,5.909,411.1686,226.4789,0.0,2.0,0.0,0.0,1.0,3.422,11.0,26.0,-6.156,0.0973,0.0886,10.38479808999674,,
419,12,2099,393.636,484.636,9.455,395.719,486.4742,6.2232256,12.0,0.0,2.0,1.0,4.395,15.0,44.0,10.13,-2.719,-0.0721,4.261717260975337,,
422,5,2819,262.727,288.727,3.364,264.57108,294.99963,7.9999895,5.0,0.0,5.0,1.0,7.465,34.0,8.0,-2.178,-1.436,-0.4932,8.014918390564619,,
428,8,2391,473.091,100.091,9.182,473.7531,102.7064,6.618126,8.0,0.0,3.0,1.0,4.67,13.0,12.0,10.51,-2.654,-0.9717,3.721846780548073,,
428,11,1045,473.182,100.0,9.091,478.90332,94.64753,6.8766003,11.0,0.0,0.0,1.0,2.26,13.0,34.0,0.8867,-1.869,0.04544,8.141621685798226,,
428,12,3221,473.455,101.0,9.273,465.60815,100.414696,5.996204,12.0,0.0,7.0,1.0,3.346,13.0,30.0,6.45,-1.542,0.0811,8.523674543325278,,
431,6,559,493.182,506.273,5.545,490.92413,506.62344,0.66973466,6.0,4.0,0.0,1.0,3.43,6.0,15.0,7.816,2.879,-0.11194,5.384143132003961,,
432,12,196,90.273,166.182,-0.091,89.77977,162.59273,1.407464,12.0,0.0,0.0,1.0,2.809,19.0,19.0,8.56,2.395,-0.1803,3.920654196061671,,
432,13,196,90.182,166.273,-0.091,90.31843,162.2724,1.0049422,13.0,0.0,0.0,1.0,3.566,19.0,19.0,7.855,2.303,-0.09827,4.15024129547196,,
433,9,3350,164.727,123.0,8.636,166.41957,114.4802,1.9098617,9.0,0.0,8.0,1.0,4.13,19.0,6.0,4.344,0.2925,-0.1082,10.986023924770366,,
433,10,3475,164.0,123.727,8.636,168.26585,137.65335,6.3681884,10.0,0.0,9.0,1.0,4.234,19.0,28.0,5.938,-1.784,-0.1943,14.740545105188415,,
433,11,618,163.364,123.182,8.636,148.59805,127.277565,6.733969,11.0,0.0,0.0,1.0,4.957,19.0,11.0,7.79,-4.867,-0.6777,15.44100560186046,,
437,20,3318,187.273,136.727,0.636,187.7275,131.54678,2.4825878,20.0,0.0,8.0,1.0,3.752,35.0,8.0,9.97,1.031,0.1455,5.518254796718683,,
442,15,535,116.727,469.0,6.182,115.5363,469.32104,2.763529,15.0,0.0,0.0,1.0,6.72,33.0,25.0,16.47,1.571,0.0877,3.634112979729855,,
448,27,2472,214.727,185.636,2.0,218.74255,177.2722,3.3548632,27.0,0.0,4.0,1.0,4.61,43.0,26.0,12.18,0.913,0.401,9.37621706943766,,
456,30,5290,417.091,133.091,7.364,414.5447,132.58174,4.477173,30.0,0.0,19.0,1.0,5.406,36.0,11.0,10.766,0.0246,-0.2205,3.882880318208272,,
457,4,1005,304.545,90.182,2.818,302.69345,84.72916,6.609083,4.0,0.0,0.0,1.0,4.5,5.0,25.0,3.988,-1.522,0.09357,6.894491408435377,,
466,1,729,326.273,489.455,-0.727,321.6185,502.7992,3.1912045,1.0,1.0,0.0,1.0,4.29,32.0,4.0,2.537,-0.5874,0.2329,14.665755022971734,,
466,2,729,320.636,491.909,-0.636,321.0178,502.2484,3.502058,2.0,1.0,0.0,1.0,3.498,32.0,4.0,4.04,-1.485,0.96,11.143270956562272,,
466,3,1476,316.273,493.727,-0.636,321.447,502.93713,3.483191,3.0,1.0,0.0,1.0,3.809,32.0,4.0,4.387,-1.038,0.556,11.338628890275125,,
466,32,6332,294.909,494.636,-0.455,291.72815,495.0763,1.2043415,32.0,1.0,25.0,1.0,3.766,32.0,17.0,6.113,0.9062,0.6885,3.6145656760006455,,
467,41,6676,10.455,84.091,3.0,0.0,77.68961,0.0,41.0,0.0,27.0,1.0,2.816,43.0,8.0,-6.35,-0.8384,2.127,12.620808965042608,,
468,32,6417,204.818,443.455,1.273,200.5356,444.3101,2.7313302,32.0,0.0,25.0,1.0,4.438,45.0,32.0,8.625,1.083,0.2218,4.604006162271314,,
479,0,1148,96.909,188.545,9.364,97.37804,191.39021,6.736618,0.0,0.0,0.0,1.0,4.324,6.0,6.0,7.348,-2.959,0.007385,3.9010709605983904,,
479,3,1148,97.364,188.0,9.091,97.47947,190.73546,6.722208,3.0,0.0,0.0,1.0,3.486,6.0,6.0,6.2,-2.277,-0.4434,3.620393662540572,,
481,1,724,24.273,478.091,7.091,21.868181,477.80322,3.7913,1.0,0.0,0.0,1.0,5.76,5.0,13.0,13.6,0.5166,-0.0847,4.093164037900387,,
481,3,1552,13.545,478.636,6.545,9.552021,477.10895,2.883115,3.0,0.0,1.0,1.0,3.885,5.0,19.0,6.266,1.4,0.7075,5.628957696604772,,
484,3,647,381.0,485.091,3.545,380.13293,489.09415,5.836405,3.0,0.0,0.0,1.0,5.09,19.0,15.0,9.055,-1.296,-0.4458,4.693352445898887,,
485,12,1155,378.091,198.636,9.636,380.60916,197.7716,6.8620586,12.0,0.0,0.0,1.0,2.992,19.0,35.0,2.521,-1.549,0.0594,3.844875555363758,,
485,17,2982,348.818,209.545,9.545,354.2421,211.73213,6.8929353,17.0,0.0,6.0,1.0,2.32,19.0,16.0,6.02,-2.455,-0.5586,6.421670002412636,,
485,18,4977,344.0,211.182,9.909,345.45157,214.33998,1.1129279,18.0,0.0,17.0,1.0,3.229,19.0,20.0,4.242,0.9443,0.4287,9.457842118247612,,
489,15,2793,69.0,227.909,7.909,62.58569,228.31404,0.0,15.0,0.0,5.0,1.0,4.555,31.0,12.0,-4.848,3.043,-0.9683,10.191158480648802,,
489,18,4437,70.818,227.636,8.0,72.30462,219.96413,2.9836154,18.0,0.0,14.0,1.0,3.057,31.0,6.0,5.4,1.343,0.07184,9.28610482260549,,
491,5,907,404.273,483.182,6.818,408.3008,483.06967,2.7612944,5.0,0.0,0.0,1.0,3.41,16.0,12.0,9.28,0.1589,0.2211,5.717748787238822,,
491,6,2099,405.182,483.636,6.818,411.95782,475.55466,7.177772,6.0,0.0,2.0,1.0,2.135,16.0,44.0,4.88,-2.348,-0.2263,10.552214400777892,,
491,11,907,396.636,488.091,6.909,391.46896,484.233,7.9999986,11.0,0.0,0.0,1.0,3.023,16.0,12.0,-1.738,-4.008,-0.5464,6.54008748464441,,
501,40,7349,55.0,177.455,2.182,55.665676,181.18826,2.8880165,40.0,0.0,30.0,1.0,5.06,42.0,14.0,12.984,0.612,0.01326,3.857306581391769,,
501,41,7349,49.182,175.0,2.273,55.831192,181.79773,3.49451,41.0,0.0,30.0,1.0,3.965,42.0,14.0,9.42,-0.5493,-0.2351,9.587125433927731,,
506,4,131,267.455,111.727,3.364,266.28796,103.50349,0.8357799,4.0,0.0,0.0,1.0,4.504,14.0,9.0,6.285,2.426,-0.7705,8.68216539555335,,
506,5,131,264.455,112.273,3.909,260.7876,104.42905,0.8325061,5.0,0.0,0.0,1.0,4.203,14.0,9.0,3.998,1.952,-0.09894,9.18924311786542,,
506,6,1971,262.636,112.364,4.545,271.41266,108.99983,7.9999876,6.0,0.0,2.0,1.0,6.15,14.0,45.0,-8.77,2.674,-0.0794,10.014206901230551,,
508,0,1080,233.0,135.364,4.364,224.49019,136.02287,7.999998,0.0,0.0,0.0,1.0,4.098,32.0,4.0,-5.168,0.486,-0.1237,9.277470418654204,,
508,5,156,227.636,138.0,5.0,234.53214,129.95155,7.9999957,5.0,0.0,0.0,1.0,3.598,32.0,20.0,-7.97,1.857,0.785,11.01518354373265,,
508,30,2979,185.636,228.455,6.909,182.23878,234.87302,7.999995,30.0,0.0,6.0,1.0,1.108,32.0,20.0,-1.396,-4.773,0.2368,7.343184223402327,,
515,4,2363,386.182,491.182,3.818,383.8888,487.433,3.4037633,4.0,0.0,3.0,1.0,5.41,12.0,11.0,13.21,-0.2131,0.07605,4.41422238719654,,
521,1,862,409.727,0.091,4.273,415.67062,9.925669,4.9677544,1.0,1.0,0.0,1.0,3.688,13.0,13.0,5.41,-0.617,0.8574,11.512168202396996,,
521,2,21,402.909,3.091,4.455,401.76746,0.44922078,0.5801057,2.0,1.0,0.0,1.0,4.49,13.0,4.0,-1.657,-2.303,-1.289,4.826687979867377,,
522,9,986,135.182,28.364,8.727,135.54858,25.393822,6.4035435,9.0,0.0,0.0,1.0,4.312,10.0,34.0,5.047,-1.928,-0.1582,3.788771351701796,,
525,3,807,190.091,62.091,6.636,186.38335,61.31514,4.857668,3.0,0.0,0.0,1.0,5.29,10.0,25.0,9.984,-0.5957,0.03717,4.184625665973482,,
526,47,4221,182.0,120.818,7.909,182.34584,121.03252,4.080612,47.0,0.0,13.0,1.0,3.885,49.0,37.0,5.88,-0.4905,0.2383,3.849958287377151,,
528,17,269,77.636,221.364,4.364,75.82393,227.56665,7.999997,17.0,0.0,0.0,1.0,5.566,47.0,17.0,-1.317,-3.035,0.11786,7.414643544460451,,
528,20,5438,61.727,220.0,4.727,62.70197,213.17873,7.999996,20.0,0.0,20.0,1.0,3.906,47.0,5.0,-2.605,-2.855,0.2668,7.628420133278973,,
528,44,8958,37.636,232.182,7.0,34.781353,244.54585,3.8838935,44.0,0.0,39.0,1.0,3.39,47.0,8.0,5.91,-0.0896,-0.07104,13.066136232125071,,
530,3,413,181.091,362.636,0.0,181.76901,359.0448,0.6885694,3.0,0.0,0.0,1.0,2.52,6.0,12.0,2.707,3.7,0.1676,3.718943777299741,,
531,13,430,394.909,360.818,8.909,393.92273,359.43875,5.4827547,13.0,0.0,0.0,1.0,4.453,46.0,17.0,6.617,-0.925,0.09875,3.8228544219172087,,
531,15,1319,395.364,361.727,8.909,385.4673,362.53348,4.6119256,15.0,0.0,0.0,1.0,2.91,46.0,37.0,4.38,0.1487,0.56,10.819423703669916,,
531,32,1292,365.545,378.364,8.909,363.98465,379.83124,5.4404535,32.0,0.0,0.0,1.0,4.555,46.0,29.0,9.55,-0.585,-0.37,4.076554938028231,,
531,33,7033,365.091,377.909,8.818,363.53708,379.70993,5.659441,33.0,0.0,28.0,1.0,4.383,46.0,8.0,10.55,-1.162,0.1051,3.9540499728482175,,
531,36,892,364.455,378.727,9.0,363.70105,380.08218,5.5461893,36.0,0.0,0.0,1.0,4.004,46.0,31.0,8.02,-0.7227,0.07,3.785995481552309,,
531,37,892,365.818,378.727,9.091,363.91882,379.39114,5.4645042,37.0,0.0,0.0,1.0,4.195,46.0,31.0,7.707,-1.379,1.123,4.14722056315042,,
531,38,7574,361.455,383.273,9.455,362.64148,381.40662,5.734561,38.0,0.0,31.0,1.0,4.152,46.0,12.0,7.492,-0.935,0.0007324,4.328137641933448,,
532,6,1587,214.727,250.727,9.818,217.13094,250.75775,6.759618,6.0,0.0,1.0,1.0,4.094,8.0,7.0,7.277,-1.517,-0.46,3.8901893969348103,,
533,9,891,209.727,373.273,9.455,208.23941,374.17087,6.318132,9.0,0.0,0.0,1.0,4.664,15.0,12.0,5.47,-1.368,-0.012924,3.5859497200077906,,
533,10,891,209.727,373.545,9.273,206.7172,382.85754,0.99311155,10.0,0.0,0.0,1.0,3.44,15.0,12.0,6.59,1.45,0.3271,12.819471519374058,,
533,11,410,209.182,372.636,9.364,210.03035,372.85095,5.8936934,11.0,0.0,0.0,1.0,5.074,15.0,19.0,10.31,-1.977,-0.3574,3.578956429324556,,
533,12,410,208.091,371.909,9.455,209.6161,372.38406,6.0242724,12.0,0.0,0.0,1.0,5.48,15.0,19.0,10.69,-2.352,0.0656,3.784376286655661,,
534,5,2185,273.545,418.909,5.0,273.6624,416.00262,0.5633323,5.0,0.0,3.0,1.0,5.285,18.0,15.0,9.71,3.748,-0.2673,5.305171792187634,,
534,9,2874,269.727,422.909,5.636,267.4902,420.55338,2.9434276,9.0,0.0,6.0,1.0,5.94,18.0,65.0,19.27,0.4248,-0.922,4.219261304261863,,
537,0,1287,75.545,345.0,9.273,74.91759,333.59973,7.9999933,0.0,0.0,0.0,1.0,-1.347,4.0,14.0,-6.67,1.641,0.1002,11.48826990626719,,
542,8,542,105.727,491.0,-0.545,103.73889,493.79507,0.4772258,8.0,8.0,0.0,1.0,3.002,19.0,40.0,1.789,1.64,-0.02856,3.5790981075105663,,
542,13,1407,93.364,468.091,0.909,89.330246,478.25375,7.9053807,13.0,8.0,0.0,1.0,1.248,19.0,41.0,-3.75,-1.763,0.05823,12.980832091755476,,
542,14,2441,90.273,462.455,1.0,80.54407,465.07806,3.099661,14.0,8.0,4.0,1.0,4.766,19.0,16.0,4.918,-0.4263,0.152,10.292769259214008,,
550,0,1449,468.364,480.364,7.0,467.1901,486.3168,7.9999986,0.0,0.0,0.0,1.0,3.46,6.0,14.0,-2.473,-1.02,0.3008,6.149298029043824,,
550,4,1449,458.455,487.909,8.091,458.13962,486.59384,4.783915,4.0,0.0,0.0,1.0,4.793,6.0,14.0,9.984,-1.066,0.2422,3.5729429840434026,,
555,14,3805,341.727,161.545,6.0,335.6535,164.17499,1.8491262,14.0,0.0,11.0,1.0,3.758,94.0,38.0,8.24,0.744,0.0001221,7.812426188683395,,
555,54,10415,296.273,177.0,4.091,290.33752,163.7553,0.5358164,54.0,0.0,47.0,1.0,3.314,94.0,10.0,4.88,2.682,0.0447,14.942935834370342,,
555,56,10415,290.636,178.182,4.182,280.54428,181.477,0.0,56.0,0.0,47.0,1.0,1.806,94.0,10.0,-6.312,0.771,-0.3572,11.410037754468664,,
559,24,4717,509.909,243.909,8.273,508.62637,241.46356,5.36184,24.0,14.0,16.0,1.0,7.312,20.0,13.0,16.17,-2.186,-0.1465,4.0125015957753725,,
559,27,6237,510.273,243.909,8.455,507.48117,242.25117,6.0770907,27.0,14.0,24.0,1.0,4.816,20.0,11.0,8.87,-1.724,0.105,4.024570498429178,,
559,30,5683,499.091,251.455,8.727,498.97235,250.46156,5.0522656,30.0,14.0,21.0,1.0,4.61,20.0,20.0,11.77,-1.237,-0.355,3.808500199112953,,
560,25,6073,163.0,79.182,5.727,170.65105,84.76748,7.999994,25.0,0.0,23.0,1.0,0.409,39.0,9.0,-5.535,-0.8115,-0.01521,9.741799354171487,,
562,5,925,428.364,391.182,9.727,426.7224,387.88855,6.37898,5.0,0.0,0.0,1.0,4.332,6.0,40.0,7.78,-2.334,-0.613,4.975027777098334,,
563,6,724,18.727,485.818,7.182,21.52205,485.96912,4.308305,6.0,0.0,0.0,1.0,4.902,22.0,13.0,11.11,-0.5957,-0.1366,4.011641149196299,,
566,5,1010,342.818,73.727,9.0,344.95148,73.139595,5.920143,5.0,0.0,0.0,1.0,4.574,20.0,19.0,8.64,-2.078,0.07214,3.79240038562308,,
566,6,1010,338.273,71.545,9.182,340.85135,72.852325,6.5426784,6.0,0.0,0.0,1.0,4.51,20.0,19.0,6.977,-1.366,-0.3896,3.914461123366989,,
570,46,6705,440.636,37.364,7.909,436.46176,33.7943,6.8623433,46.0,32.0,27.0,1.0,3.125,17.0,20.0,4.11,0.948,-0.5625,5.591290362273708,,
570,47,6705,440.182,38.364,7.909,436.74753,34.229347,7.0009375,47.0,32.0,27.0,1.0,3.555,17.0,20.0,3.965,0.000536,-0.1672,5.451194099939524,,
571,26,4807,223.909,41.727,8.818,223.83568,41.41989,4.837915,26.0,0.0,16.0,1.0,4.52,33.0,27.0,10.92,-2.365,-0.3828,3.992589257828182,,
573,29,7065,369.909,472.0,6.364,364.26425,474.60657,5.812437,29.0,9.0,29.0,1.0,4.27,23.0,4.0,12.27,-1.344,-0.12146,6.241925301569119,,
579,8,613,149.182,89.636,2.818,153.97304,85.63387,2.3949742,8.0,0.0,0.0,1.0,4.562,19.0,28.0,7.523,0.9404,0.733,6.257000850724386,,
583,11,3674,202.0,202.455,-0.364,201.03018,199.16846,1.1411273,11.0,0.0,10.0,1.0,2.996,14.0,11.0,3.75,0.9453,-0.1261,3.742633323370766,,
588,6,2224,409.545,411.545,9.909,408.6748,413.49698,6.5258203,6.0,6.0,3.0,1.0,5.035,5.0,22.0,9.1,-2.666,-0.7603,4.001672005911039,,
588,7,2224,405.273,414.818,9.818,407.42838,416.3745,6.2491155,7.0,6.0,3.0,1.0,4.145,5.0,22.0,6.92,-2.162,-0.7075,4.450313670825939,,
588,8,2224,406.273,414.182,9.727,408.67752,418.94836,5.4164233,8.0,6.0,3.0,1.0,4.246,5.0,22.0,9.055,-1.4375,-0.0431,6.86155780902431,,
593,3,468,494.0,407.364,-0.818,498.89444,408.09442,1.2478944,3.0,0.0,0.0,1.0,2.6,5.0,7.0,3.736,2.213,-0.699,5.36255311973235,,
594,60,2874,180.091,429.364,6.0,185.5644,429.2107,2.8086383,60.0,0.0,6.0,1.0,3.918,77.0,65.0,9.45,1.123,-0.3354,6.337696580795492,,
594,61,9767,173.727,432.727,5.909,174.70451,427.7196,1.1646583,61.0,0.0,43.0,1.0,3.844,77.0,29.0,4.332,2.465,0.4504,6.96694759033384,,
595,2,720,279.0,472.909,3.545,278.12756,469.2133,2.8157537,2.0,0.0,0.0,1.0,5.316,43.0,45.0,12.836,0.3152,0.2014,3.866671722510662,,
